,season,week,home_team,home_points,away_points,away_team
520,2011,9,Arkansas State,37,14,North Texas
521,2011,9,Tennessee,3,14,South Carolina
522,2011,9,Middle Tennessee,20,45,Louisiana
523,2011,9,Ohio State,33,29,Wisconsin
524,2011,9,USC,48,56,Stanford
525,2011,9,UTEP,13,31,Southern Miss
526,2011,9,New Mexico State,34,48,Nevada
527,2011,9,Georgia Tech,31,17,Clemson
528,2011,9,San Diego State,27,30,Wyoming
529,2011,9,Washington,42,31,Arizona
530,2011,10,Toledo,60,63,Northern Illinois
531,2011,10,Ohio,35,31,Temple
532,2011,10,Miami (OH),35,3,Akron
533,2011,10,UCF,17,24,Tulsa
534,2011,10,Boston College,7,38,Florida State
535,2011,10,Kent State,24,21,Central Michigan
536,2011,10,Colorado,17,42,USC
537,2011,10,Texas,52,20,Texas Tech
538,2011,10,West Virginia,35,38,Louisville
539,2011,10,Michigan State,31,24,Minnesota
540,2011,10,Iowa,24,16,Michigan
541,2011,10,Ohio State,34,20,Indiana
542,2011,10,UConn,28,21,Syracuse
543,2011,10,Eastern Michigan,31,33,Ball State
544,2011,10,Florida,26,21,Vanderbilt
545,2011,10,Maryland,13,31,Virginia
546,2011,10,Iowa State,13,10,Kansas
547,2011,10,Georgia,63,16,New Mexico State
548,2011,10,NC State,13,0,North Carolina
549,2011,10,Wyoming,20,31,TCU
550,2011,10,SMU,45,24,Tulane
551,2011,10,Miami,49,14,Duke
552,2011,10,Oregon State,13,38,Stanford
553,2011,10,Louisiana,36,35,UL Monroe
554,2011,10,Nebraska,25,28,Northwestern
555,2011,10,Oklahoma,41,25,Texas A&M
556,2011,10,Kentucky,30,13,Ole Miss
557,2011,10,Rice,41,37,UTEP
558,2011,10,Air Force,24,14,Army
559,2011,10,Navy,42,14,Troy
560,2011,10,Wisconsin,62,17,Purdue
561,2011,10,San José State,29,32,Idaho
562,2011,10,Florida Atlantic,21,39,Arkansas State
563,2011,10,East Carolina,28,48,Southern Miss
564,2011,10,Western Kentucky,10,9,Florida International
565,2011,10,California,30,7,Washington State
566,2011,10,Pittsburgh,23,26,Cincinnati
567,2011,10,UAB,13,56,Houston
568,2011,10,Rutgers,20,17,South Florida
569,2011,10,Baylor,42,39,Missouri
570,2011,10,Arizona,21,34,Utah
571,2011,10,Tennessee,24,0,Middle Tennessee
572,2011,10,Arkansas,44,28,South Carolina
573,2011,10,Mississippi State,55,17,UT Martin
574,2011,10,UCLA,29,28,Arizona State
575,2011,10,Alabama,6,9,LSU
576,2011,10,Wake Forest,17,24,Notre Dame
577,2011,10,San Diego State,35,7,New Mexico
578,2011,10,Oklahoma State,52,45,Kansas State
579,2011,10,Washington,17,34,Oregon
580,2011,10,UNLV,21,48,Boise State
581,2011,10,Fresno State,21,41,Louisiana Tech
582,2011,10,Hawai'i,31,35,Utah State
583,2011,11,Toledo,66,63,Western Michigan
584,2011,11,Bowling Green,14,45,Northern Illinois
585,2011,11,Temple,24,21,Miami (OH)
586,2011,11,Central Michigan,28,43,Ohio
587,2011,11,Georgia Tech,26,37,Virginia Tech
588,2011,11,Tulane,17,73,Houston
589,2011,11,Syracuse,17,37,South Florida
590,2011,11,Texas Tech,6,66,Oklahoma State
591,2011,11,Clemson,31,28,Wake Forest
592,2011,11,Penn State,14,17,Nebraska
593,2011,11,Tulsa,59,17,Marshall
594,2011,11,Iowa,21,37,Michigan State
595,2011,11,Cincinnati,21,24,West Virginia
596,2011,11,Purdue,26,23,Ohio State
597,2011,11,South Carolina,17,12,Florida
598,2011,11,Louisville,14,21,Pittsburgh
599,2011,11,Northwestern,28,6,Rice
600,2011,11,Missouri,17,5,Texas
601,2011,11,Vanderbilt,38,8,Kentucky
602,2011,11,Boston College,14,10,NC State
603,2011,11,Troy,33,38,North Texas
604,2011,11,Eastern Michigan,30,17,Buffalo
605,2011,11,Air Force,17,25,Wyoming
606,2011,11,Kansas,30,31,Baylor
607,2011,11,Akron,3,35,Kent State
608,2011,11,Colorado,48,29,Arizona
609,2011,11,Utah State,34,33,San José State
610,2011,11,Arkansas State,30,21,Louisiana
611,2011,11,Virginia,31,21,Duke
612,2011,11,Georgia,45,7,Auburn
613,2011,11,Minnesota,13,42,Wisconsin
614,2011,11,Kansas State,53,50,Texas A&M
615,2011,11,Boise State,35,36,TCU
616,2011,11,Illinois,14,31,Michigan
617,2011,11,SMU,17,24,Navy
618,2011,11,UL Monroe,42,14,Middle Tennessee
619,2011,11,Army,12,27,Rutgers
620,2011,11,Florida State,23,19,Miami
621,2011,11,USC,40,17,Washington
622,2011,11,Memphis,35,41,UAB
623,2011,11,Florida International,41,7,Florida Atlantic
624,2011,11,Arkansas,49,7,Tennessee
