,season,week,home_team,home_points,away_points,away_team
0,2023,1,Notre Dame,42,3,Navy
1,2023,1,Jacksonville State,17,14,UTEP
2,2023,1,San Diego State,20,13,Ohio
3,2023,1,New Mexico State,30,41,Massachusetts
4,2023,1,Vanderbilt,35,28,Hawai'i
5,2023,1,USC,56,28,San José State
6,2023,1,Louisiana Tech,22,17,Florida International
7,2023,1,UCF,56,6,Kent State
8,2023,1,Georgia State,42,35,Rhode Island
9,2023,1,Wake Forest,37,17,Elon
10,2023,1,Western Michigan,35,17,St. Francis (PA)
11,2023,1,UConn,14,24,NC State
12,2023,1,Missouri,35,10,South Dakota
13,2023,1,UAB,35,6,North Carolina A&T
14,2023,1,Utah,24,11,Florida
15,2023,1,Minnesota,13,10,Nebraska
16,2023,1,Tulsa,42,7,Arkansas-Pine Bluff
17,2023,1,Arizona State,24,21,Southern Utah
18,2023,1,Eastern Michigan,33,23,Howard
19,2023,1,Michigan State,31,7,Central Michigan
20,2023,1,Miami,38,3,Miami (OH)
21,2023,1,Georgia Tech,34,39,Louisville
22,2023,1,Kansas,48,17,Missouri State
23,2023,1,Hawai'i,24,37,Stanford
24,2023,1,Tennessee,49,13,Virginia
25,2023,1,SMU,38,14,Louisiana Tech
26,2023,1,TCU,42,45,Colorado
27,2023,1,Boston College,24,27,Northern Illinois
28,2023,1,Iowa,24,14,Utah State
29,2023,1,Liberty,34,24,Bowling Green
30,2023,1,Purdue,35,39,Fresno State
31,2023,1,Oklahoma,73,0,Arkansas State
32,2023,1,Kentucky,44,14,Ball State
33,2023,1,Michigan,30,3,East Carolina
34,2023,1,Air Force,42,7,Robert Morris
35,2023,1,Ohio,27,10,Long Island University
36,2023,1,Jacksonville State,49,3,East Tennessee State
37,2023,1,Ole Miss,73,7,Mercer
38,2023,1,Temple,24,21,Akron
39,2023,1,Iowa State,30,9,Northern Iowa
40,2023,1,Oregon,81,7,Portland State
41,2023,1,Maryland,38,6,Towson
42,2023,1,Pittsburgh,45,7,Wofford
43,2023,1,App State,45,24,Gardner-Webb
44,2023,1,Texas,37,10,Rice
45,2023,1,Wisconsin,38,17,Buffalo
46,2023,1,Notre Dame,56,3,Tennessee State
47,2023,1,Cincinnati,66,13,Eastern Kentucky
48,2023,1,Indiana,3,23,Ohio State
49,2023,1,Western Kentucky,41,24,South Florida
50,2023,1,Auburn,59,14,Massachusetts
51,2023,1,Washington,56,19,Boise State
52,2023,1,UNLV,44,14,Bryant
53,2023,1,North Texas,21,58,California
54,2023,1,Mississippi State,48,7,SE Louisiana
55,2023,1,Syracuse,65,0,Colgate
56,2023,1,Arkansas,56,13,Western Carolina
57,2023,1,Georgia Southern,34,0,The Citadel
58,2023,1,Marshall,21,17,UAlbany
59,2023,1,James Madison,38,3,Bucknell
60,2023,1,Charlotte,24,3,South Carolina State
61,2023,1,Georgia,48,7,UT Martin
62,2023,1,Florida Atlantic,42,20,Monmouth
63,2023,1,USC,66,14,Nevada
64,2023,1,Florida International,14,12,Maine
65,2023,1,Southern Miss,40,14,Alcorn State
66,2023,1,Vanderbilt,47,13,Alabama A&M
67,2023,1,Baylor,31,42,Texas State
68,2023,1,UL Monroe,17,13,Army
69,2023,1,Kansas State,45,0,Southeast Missouri State
70,2023,1,Troy,48,30,Stephen F. Austin
71,2023,1,Memphis,56,14,Bethune-Cookman
72,2023,1,Texas A&M,52,10,New Mexico
73,2023,1,Oklahoma State,27,13,Central Arkansas
74,2023,1,Colorado State,24,50,Washington State
75,2023,1,Houston,17,14,UTSA
76,2023,1,Alabama,56,7,Middle Tennessee
77,2023,1,Penn State,38,15,West Virginia
78,2023,1,Wyoming,35,33,Texas Tech
79,2023,1,Illinois,30,28,Toledo
80,2023,1,Louisiana,38,13,Northwestern State
81,2023,1,North Carolina,31,17,South Carolina
82,2023,1,Tulane,37,17,South Alabama
83,2023,1,Virginia Tech,36,17,Old Dominion
84,2023,1,UTEP,28,14,Incarnate Word
85,2023,1,New Mexico State,58,21,Western Illinois
86,2023,1,Arizona,38,3,Northern Arizona
87,2023,1,BYU,14,0,Sam Houston
88,2023,1,UCLA,27,13,Coastal Carolina
89,2023,1,San Diego State,36,28,Idaho State
90,2023,1,Rutgers,24,7,Northwestern
91,2023,1,San José State,17,42,Oregon State
92,2023,1,Florida State,45,24,LSU
93,2023,1,Duke,28,7,Clemson
94,2023,2,Louisville,56,0,Murray State
95,2023,2,Indiana,41,7,Indiana State
96,2023,2,Kansas,34,23,Illinois
97,2023,2,Wake Forest,36,20,Vanderbilt
98,2023,2,NC State,24,45,Notre Dame
99,2023,2,Virginia Tech,17,24,Purdue
100,2023,2,Georgia,45,3,Ball State
101,2023,2,Colorado,36,14,Nebraska
102,2023,2,Army,57,0,Delaware State
103,2023,2,Boston College,31,28,Holy Cross
104,2023,2,Penn State,63,7,Delaware
105,2023,2,Ohio State,35,7,Youngstown State
106,2023,2,Kansas State,42,13,Troy
107,2023,2,Virginia,35,36,James Madison
108,2023,2,Baylor,13,20,Utah
109,2023,2,Georgia Tech,48,13,South Carolina State
110,2023,2,Central Michigan,45,42,New Hampshire
111,2023,2,Bowling Green,38,15,Eastern Illinois
112,2023,2,Clemson,66,17,Charleston Southern
113,2023,2,BYU,41,16,Southern Utah
114,2023,2,Kentucky,28,17,Eastern Kentucky
115,2023,2,Northern Illinois,11,14,Southern Illinois
116,2023,2,UTSA,20,13,Texas State
117,2023,2,Iowa State,13,20,Iowa
118,2023,2,Massachusetts,28,41,Miami (OH)
119,2023,2,Navy,24,0,Wagner
120,2023,2,Toledo,71,3,Texas Southern
121,2023,2,Michigan State,45,14,Richmond
122,2023,2,Northwestern,38,7,UTEP
123,2023,2,Michigan,35,7,UNLV
124,2023,2,Syracuse,48,7,Western Michigan
125,2023,2,Tulane,20,37,Ole Miss
126,2023,2,Miami,48,33,Texas A&M
127,2023,2,San José State,59,3,Cal Poly
128,2023,2,Arkansas,28,6,Kent State
129,2023,2,East Carolina,13,31,Marshall
130,2023,2,Wyoming,31,17,Portland State
131,2023,2,South Alabama,35,17,SE Louisiana
132,2023,2,Tennessee,30,13,Austin Peay
133,2023,2,Washington,43,10,Tulsa
134,2023,2,North Carolina,40,34,App State
135,2023,2,Oklahoma,28,11,SMU
136,2023,2,Liberty,33,17,New Mexico State
137,2023,2,Old Dominion,38,31,Louisiana
138,2023,2,Duke,42,7,Lafayette
139,2023,2,Akron,24,21,Morgan State
140,2023,2,Buffalo,37,40,Fordham
141,2023,2,Georgia Southern,49,35,UAB
142,2023,2,West Virginia,56,17,Duquesne
143,2023,2,Florida Atlantic,10,17,Ohio
144,2023,2,Pittsburgh,21,27,Cincinnati
145,2023,2,Florida International,46,39,North Texas
146,2023,2,Nevada,6,33,Idaho
147,2023,2,South Florida,38,24,Florida A&M
148,2023,2,Alabama,24,34,Texas
149,2023,2,Arkansas State,3,37,Memphis
150,2023,2,Coastal Carolina,30,16,Jacksonville State
