,season,week,home_team,home_points,away_points,away_team
0,2013,1,South Carolina,27,10,North Carolina
1,2013,1,Kent State,17,10,Liberty
2,2013,1,Wake Forest,31,7,Presbyterian
3,2013,1,Ball State,51,28,Illinois State
4,2013,1,Minnesota,51,23,UNLV
5,2013,1,Bowling Green,34,7,Tulsa
6,2013,1,UCF,38,7,Akron
7,2013,1,Indiana,73,35,Indiana State
8,2013,1,South Alabama,21,22,Southern Utah
9,2013,1,Middle Tennessee,45,24,Western Carolina
10,2013,1,UConn,18,33,Towson
11,2013,1,Utah,30,26,Utah State
12,2013,1,Tulane,34,7,Jackson State
13,2013,1,Vanderbilt,35,39,Ole Miss
14,2013,1,San José State,24,0,Sacramento State
15,2013,1,Fresno State,52,51,Rutgers
16,2013,1,Hawai'i,13,30,USC
17,2013,1,Georgia State,21,31,Samford
18,2013,1,Army,28,12,Morgan State
19,2013,1,Michigan State,26,13,Western Michigan
20,2013,1,Miami,34,6,Florida Atlantic
21,2013,1,SMU,23,41,Texas Tech
22,2013,1,Kansas State,21,24,North Dakota State
23,2013,1,Houston,62,13,Southern
24,2013,1,Arizona,35,0,Northern Arizona
25,2013,1,Illinois,42,34,Southern Illinois
26,2013,1,Wisconsin,45,0,Massachusetts
27,2013,1,West Virginia,24,17,William & Mary
28,2013,1,Cincinnati,42,7,Purdue
29,2013,1,Boston College,24,14,Villanova
30,2013,1,Ohio State,40,20,Buffalo
31,2013,1,Georgia Tech,70,0,Elon
32,2013,1,Florida,24,6,Toledo
33,2013,1,NC State,40,14,Louisiana Tech
34,2013,1,Maryland,43,10,Florida International
35,2013,1,Texas A&M,52,31,Rice
36,2013,1,Air Force,38,13,Colgate
37,2013,1,Notre Dame,28,6,Temple
38,2013,1,Virginia,19,16,BYU
39,2013,1,Michigan,59,9,Central Michigan
40,2013,1,Penn State,23,17,Syracuse
41,2013,1,Oklahoma State,21,3,Mississippi State
42,2013,1,Iowa,27,30,Northern Illinois
43,2013,1,Arkansas,34,14,Louisiana
44,2013,1,Duke,45,0,North Carolina Central
45,2013,1,Oregon,66,3,Nicholls
46,2013,1,Virginia Tech,10,35,Alabama
47,2013,1,Tennessee,45,0,Austin Peay
48,2013,1,Eastern Michigan,34,24,Howard
49,2013,1,Oregon State,46,49,Eastern Washington
50,2013,1,East Carolina,52,38,Old Dominion
51,2013,1,Oklahoma,34,0,UL Monroe
52,2013,1,Auburn,31,24,Washington State
53,2013,1,Marshall,52,14,Miami (OH)
54,2013,1,Southern Miss,15,22,Texas State
55,2013,1,North Texas,40,6,Idaho
56,2013,1,Missouri,58,14,Murray State
57,2013,1,Arkansas State,62,11,Arkansas-Pine Bluff
58,2013,1,South Florida,21,53,McNeese
59,2013,1,Troy,34,31,UAB
60,2013,1,Western Kentucky,35,26,Kentucky
61,2013,1,Baylor,69,3,Wofford
62,2013,1,Texas,56,7,New Mexico State
63,2013,1,Nebraska,37,34,Wyoming
64,2013,1,Iowa State,20,28,Northern Iowa
65,2013,1,San Diego State,19,40,Eastern Illinois
66,2013,1,New Mexico,13,21,UTSA
67,2013,1,Clemson,38,35,Georgia
68,2013,1,TCU,27,37,LSU
69,2013,1,Washington,38,6,Boise State
70,2013,1,UCLA,58,20,Nevada
71,2013,1,California,30,44,Northwestern
72,2013,1,Louisville,49,7,Ohio
73,2013,1,Colorado State,27,41,Colorado
74,2013,1,Pittsburgh,13,41,Florida State
75,2013,2,East Carolina,31,13,Florida Atlantic
76,2013,2,Arizona State,55,0,Sacramento State
77,2013,2,Boston College,24,10,Wake Forest
78,2013,2,Florida International,0,38,UCF
79,2013,2,Illinois,45,17,Cincinnati
80,2013,2,Miami,21,16,Florida
81,2013,2,Michigan State,21,6,South Florida
82,2013,2,Kent State,22,41,Bowling Green
83,2013,2,Temple,13,22,Houston
84,2013,2,UTSA,35,56,Oklahoma State
85,2013,2,Louisville,44,7,Eastern Kentucky
86,2013,2,Kentucky,41,7,Miami (OH)
87,2013,2,Penn State,45,7,Eastern Michigan
88,2013,2,Wisconsin,48,0,Tennessee Tech
89,2013,2,TCU,38,17,SE Louisiana
90,2013,2,Iowa,28,14,Missouri State
91,2013,2,Rutgers,38,0,Norfolk State
92,2013,2,Purdue,20,14,Indiana State
93,2013,2,Tennessee,52,20,Western Kentucky
94,2013,2,Clemson,52,13,South Carolina State
95,2013,2,North Carolina,40,20,Middle Tennessee
96,2013,2,Ball State,40,14,Army
97,2013,2,Virginia Tech,45,3,Western Carolina
98,2013,2,Massachusetts,14,24,Maine
99,2013,2,Georgia State,14,42,Chattanooga
100,2013,2,Utah,70,7,Weber State
101,2013,2,Central Michigan,24,21,New Hampshire
102,2013,2,Boise State,63,14,UT Martin
103,2013,2,Tulane,39,41,South Alabama
104,2013,2,Air Force,20,52,Utah State
105,2013,2,Mississippi State,51,7,Alcorn State
106,2013,2,Virginia,10,59,Oregon
107,2013,2,Missouri,38,23,Toledo
108,2013,2,Baylor,70,13,Buffalo
109,2013,2,Ohio State,42,7,San Diego State
110,2013,2,Maryland,47,10,Old Dominion
111,2013,2,Wyoming,42,10,Idaho
112,2013,2,Georgia,41,30,South Carolina
113,2013,2,Memphis,14,28,Duke
114,2013,2,California,37,30,Portland State
115,2013,2,NC State,23,21,Richmond
116,2013,2,Akron,35,33,James Madison
117,2013,2,Indiana,35,41,Navy
118,2013,2,Nebraska,56,13,Southern Miss
119,2013,2,Northwestern,48,27,Syracuse
120,2013,2,Kansas State,48,27,Louisiana
121,2013,2,Marshall,55,0,Gardner-Webb
122,2013,2,BYU,40,21,Texas
123,2013,2,Ole Miss,31,13,Southeast Missouri State
124,2013,2,Troy,66,3,Savannah St
125,2013,2,Texas Tech,61,13,Stephen F. Austin
126,2013,2,Louisiana Tech,27,14,Lamar
127,2013,2,UL Monroe,48,10,Grambling
128,2013,2,Ohio,27,21,North Texas
129,2013,2,Tulsa,30,27,Colorado State
130,2013,2,Texas A&M,65,28,Sam Houston
131,2013,2,Arkansas,31,21,Samford
132,2013,2,Western Michigan,23,27,Nicholls
133,2013,2,Kansas,31,14,South Dakota
134,2013,2,Texas State,28,3,Prairie View A&M
135,2013,2,Oklahoma,16,7,West Virginia
136,2013,2,Auburn,38,9,Arkansas State
137,2013,2,Vanderbilt,38,3,Austin Peay
138,2013,2,LSU,56,17,UAB
139,2013,2,Oregon State,33,14,Hawai'i
140,2013,2,Michigan,41,30,Notre Dame
141,2013,2,Colorado,38,24,Central Arkansas
142,2013,2,New Mexico State,21,44,Minnesota
143,2013,2,SMU,31,30,Montana State
144,2013,2,UTEP,35,42,New Mexico
145,2013,2,Nevada,36,7,UC Davis
146,2013,2,Fresno State,41,25,Cal Poly
147,2013,2,UNLV,13,58,Arizona
148,2013,2,USC,7,10,Washington State
149,2013,2,Stanford,34,13,San José State
150,2013,3,Arkansas State,41,34,Troy
151,2013,3,Louisiana Tech,15,24,Tulane
152,2013,3,Texas Tech,20,10,TCU
153,2013,3,Boise State,42,20,Air Force
154,2013,3,East Carolina,10,15,Virginia Tech
155,2013,3,Nebraska,21,41,UCLA
156,2013,3,Indiana,42,10,Bowling Green
157,2013,3,West Virginia,41,7,Georgia State
158,2013,3,Michigan,28,24,Akron
159,2013,3,Kentucky,13,27,Louisville
160,2013,3,Army,20,34,Stanford
161,2013,3,Minnesota,29,12,Western Illinois
162,2013,3,Oklahoma,51,20,Tulsa
163,2013,3,Arkansas,24,3,Southern Miss
164,2013,3,Wake Forest,19,21,UL Monroe
165,2013,3,Pittsburgh,49,27,New Mexico
166,2013,3,Rutgers,28,10,Eastern Michigan
167,2013,3,Temple,29,30,Fordham
168,2013,3,Michigan State,55,17,Youngstown State
169,2013,3,USC,35,7,Boston College
170,2013,3,Oregon,59,14,Tennessee
171,2013,3,Texas A&M,42,49,Alabama
172,2013,3,Buffalo,26,23,Stony Brook
173,2013,3,Navy,51,7,Delaware
174,2013,3,Colorado State,34,17,Cal Poly
175,2013,3,Florida State,62,7,Nevada
176,2013,3,Duke,14,38,Georgia Tech
177,2013,3,Syracuse,54,0,Wagner
178,2013,3,North Texas,34,27,Ball State
179,2013,3,Wyoming,35,7,Northern Colorado
180,2013,3,Idaho,35,45,Northern Illinois
181,2013,3,Florida International,13,34,Bethune-Cookman
182,2013,3,Penn State,31,34,UCF
183,2013,3,Illinois,24,34,Washington
184,2013,3,Iowa State,21,27,Iowa
185,2013,3,Washington State,48,10,Southern Utah
186,2013,3,Louisiana,70,7,Nicholls
187,2013,3,South Florida,10,28,Florida Atlantic
188,2013,3,Toledo,33,21,Eastern Washington
189,2013,3,Cincinnati,66,9,Northwestern State
190,2013,3,Auburn,24,20,Mississippi State
191,2013,3,Middle Tennessee,17,15,Memphis
192,2013,3,LSU,45,13,Kent State
193,2013,3,Kansas State,37,7,Massachusetts
194,2013,3,California,34,52,Ohio State
195,2013,3,South Carolina,35,25,Vanderbilt
196,2013,3,South Alabama,31,24,Western Kentucky
197,2013,3,UConn,21,32,Maryland
198,2013,3,Rice,23,14,Kansas
199,2013,3,Oklahoma State,59,3,Lamar
200,2013,3,Purdue,24,31,Notre Dame
201,2013,3,New Mexico State,21,42,UTEP
202,2013,3,Utah State,70,6,Weber State
203,2013,3,Ohio,34,31,Marshall
204,2013,3,Texas,23,44,Ole Miss
205,2013,3,Northwestern,38,17,Western Michigan
206,2013,3,Utah,48,51,Oregon State
207,2013,3,UNLV,31,21,Central Michigan
208,2013,3,Arizona,38,13,UTSA
209,2013,3,Arizona State,32,30,Wisconsin
210,2013,4,NC State,14,26,Clemson
211,2013,4,Fresno State,41,40,Boise State
212,2013,4,Kansas,13,10,Louisiana Tech
213,2013,4,Minnesota,43,24,San José State
214,2013,4,Army,11,25,Wake Forest
215,2013,4,Louisville,72,0,Florida International
216,2013,4,Massachusetts,7,24,Vanderbilt
217,2013,4,Ohio State,76,0,Florida A&M
218,2013,4,Florida Atlantic,35,42,Middle Tennessee
219,2013,4,Central Michigan,17,38,Toledo
220,2013,4,Iowa,59,3,Western Michigan
221,2013,4,Virginia Tech,29,21,Marshall
222,2013,4,Georgia Tech,28,20,North Carolina
223,2013,4,Georgia,45,21,North Texas
224,2013,4,Syracuse,52,17,Tulane
225,2013,4,Duke,55,58,Pittsburgh
226,2013,4,Eastern Michigan,20,51,Ball State
227,2013,4,Georgia State,26,32,Jacksonville State
228,2013,4,Ohio,38,0,Austin Peay
229,2013,4,Rice,26,31,Houston
230,2013,4,UAB,52,28,Northwestern State
231,2013,4,Washington,56,0,Idaho State
232,2013,4,Wisconsin,41,10,Purdue
233,2013,4,Virginia,49,0,VMI
234,2013,4,Nebraska,59,20,South Dakota State
235,2013,4,Rutgers,28,24,Arkansas
236,2013,4,Bowling Green,48,7,Murray State
237,2013,4,Florida,31,17,Tennessee
238,2013,4,Notre Dame,17,13,Michigan State
239,2013,4,USC,17,14,Utah State
240,2013,4,Penn State,34,0,Kent State
241,2013,4,Northwestern,35,21,Maine
242,2013,4,Maryland,37,0,West Virginia
243,2013,4,Baylor,70,7,UL Monroe
244,2013,4,Miami (OH),0,14,Cincinnati
245,2013,4,Memphis,31,7,Arkansas State
246,2013,4,Florida State,54,6,Bethune-Cookman
247,2013,4,Akron,30,35,Louisiana
248,2013,4,Stanford,42,28,Arizona State
249,2013,4,Alabama,31,6,Colorado State
250,2013,4,Miami,77,7,Savannah St
251,2013,4,Texas A&M,42,13,SMU
252,2013,4,Texas Tech,33,7,Texas State
253,2013,4,Northern Illinois,43,39,Eastern Illinois
254,2013,4,Western Kentucky,58,17,Morgan State
255,2013,4,Mississippi State,62,7,Troy
256,2013,4,San Diego State,30,34,Oregon State
257,2013,4,LSU,35,21,Auburn
258,2013,4,Indiana,28,45,Missouri
259,2013,4,UConn,21,24,Michigan
260,2013,4,Texas,31,21,Kansas State
261,2013,4,UTEP,13,32,UTSA
262,2013,4,Nevada,31,9,Hawai'i
263,2013,4,UNLV,38,7,Western Illinois
264,2013,4,BYU,13,20,Utah
265,2013,4,Air Force,23,56,Wyoming
266,2013,4,UCLA,59,13,New Mexico State
267,2013,4,Washington State,42,0,Idaho
268,2013,5,Tulsa,21,38,Iowa State
269,2013,5,Georgia Tech,10,17,Virginia Tech
270,2013,5,BYU,37,10,Middle Tennessee
271,2013,5,San José State,12,40,Utah State
272,2013,5,Purdue,24,55,Northern Illinois
273,2013,5,West Virginia,30,21,Oklahoma State
274,2013,5,Illinois,50,14,Miami (OH)
275,2013,5,South Florida,21,49,Miami
276,2013,5,UCF,25,28,South Carolina
277,2013,5,TCU,48,17,SMU
278,2013,5,Tennessee,31,24,South Alabama
279,2013,5,Pittsburgh,14,3,Virginia
280,2013,5,North Carolina,31,55,East Carolina
281,2013,5,Western Kentucky,19,7,Navy
282,2013,5,Bowling Green,31,14,Akron
283,2013,5,Ball State,31,24,Toledo
284,2013,5,Duke,38,31,Troy
285,2013,5,Oregon State,44,17,Colorado
286,2013,5,Georgia,44,41,LSU
287,2013,5,Colorado State,59,42,UTEP
288,2013,5,NC State,48,14,Central Michigan
289,2013,5,Buffalo,41,12,UConn
290,2013,5,Notre Dame,21,35,Oklahoma
291,2013,5,Clemson,56,7,Wake Forest
292,2013,5,Minnesota,7,23,Iowa
293,2013,5,Boston College,34,48,Florida State
294,2013,5,UTSA,28,59,Houston
295,2013,5,Louisiana Tech,16,35,Army
296,2013,5,Idaho,26,24,Temple
297,2013,5,Alabama,25,0,Ole Miss
298,2013,5,Western Michigan,14,32,Kent State
299,2013,5,Rice,18,14,Florida Atlantic
300,2013,5,UL Monroe,14,31,Tulane
301,2013,5,Kentucky,7,24,Florida
302,2013,5,Arkansas,33,45,Texas A&M
303,2013,5,Texas State,42,21,Wyoming
304,2013,5,Washington,31,13,Arizona
