,season,week,home_team,home_points,away_points,away_team
0,2020,1,UAB,45,35,Central Arkansas
1,2020,1,Southern Miss,21,32,South Alabama
2,2020,1,Marshall,59,0,Eastern Kentucky
3,2020,1,Army,42,0,Middle Tennessee
4,2020,1,Texas State,24,31,SMU
5,2020,1,North Texas,57,31,Houston Christian
6,2020,1,Memphis,37,24,Arkansas State
7,2020,1,UTEP,24,14,Stephen F. Austin
8,2020,1,Navy,3,55,BYU
9,2020,2,Miami,31,14,UAB
10,2020,2,West Virginia,56,10,Eastern Kentucky
11,2020,2,App State,35,20,Charlotte
12,2020,2,Kansas State,31,35,Arkansas State
13,2020,2,North Carolina,31,6,Syracuse
14,2020,2,Iowa State,14,31,Louisiana
15,2020,2,Army,37,7,UL Monroe
16,2020,2,Notre Dame,27,13,Duke
17,2020,2,Texas State,48,51,UTSA
18,2020,2,Pittsburgh,55,0,Austin Peay
19,2020,2,Florida State,13,16,Georgia Tech
20,2020,2,Georgia Southern,27,26,Campbell
21,2020,2,Oklahoma,48,0,Missouri State
22,2020,2,South Florida,27,6,The Citadel
23,2020,2,Wake Forest,13,37,Clemson
24,2020,2,South Alabama,24,27,Tulane
25,2020,2,Texas,59,3,UTEP
26,2020,2,Louisville,35,21,Western Kentucky
27,2020,2,Texas Tech,35,33,Houston Christian
28,2020,2,Kansas,23,38,Coastal Carolina
29,2020,3,Coastal Carolina,43,21,Campbell
30,2020,3,Oklahoma State,16,7,Tulsa
31,2020,3,Cincinnati,55,20,Austin Peay
32,2020,3,Pittsburgh,21,10,Syracuse
33,2020,3,Western Kentucky,24,30,Liberty
34,2020,3,Georgia State,31,34,Louisiana
35,2020,3,Tulane,24,27,Navy
36,2020,3,Duke,6,26,Boston College
37,2020,3,Notre Dame,52,0,South Florida
38,2020,3,Georgia Tech,21,49,UCF
39,2020,3,UTSA,24,10,Stephen F. Austin
40,2020,3,Marshall,17,7,App State
41,2020,3,Middle Tennessee,14,47,Troy
42,2020,3,Clemson,49,0,The Citadel
43,2020,3,North Texas,35,65,SMU
44,2020,3,UL Monroe,17,38,Texas State
45,2020,3,Louisville,34,47,Miami
46,2020,3,Southern Miss,30,31,Louisiana Tech
47,2020,3,NC State,45,42,Wake Forest
48,2020,3,UTEP,17,13,Abilene Christian
49,2020,4,South Alabama,10,42,UAB
50,2020,4,UTSA,37,35,Middle Tennessee
51,2020,4,Pittsburgh,23,20,Louisville
52,2020,4,Louisiana,20,18,Georgia Southern
53,2020,4,App State,52,21,Campbell
54,2020,4,Auburn,29,13,Kentucky
55,2020,4,Ole Miss,35,51,Florida
56,2020,4,Oklahoma,35,38,Kansas State
57,2020,4,East Carolina,28,51,UCF
58,2020,4,Syracuse,37,20,Georgia Tech
59,2020,4,Liberty,36,34,Florida International
60,2020,4,TCU,34,37,Iowa State
61,2020,4,LSU,34,44,Mississippi State
62,2020,4,Oklahoma State,27,13,West Virginia
63,2020,4,UL Monroe,6,31,UTEP
64,2020,4,Cincinnati,24,10,Army
65,2020,4,Texas Tech,56,63,Texas
66,2020,4,Arkansas,10,37,Georgia
67,2020,4,Virginia,38,20,Duke
68,2020,4,Boston College,24,21,Texas State
69,2020,4,Southern Miss,24,66,Tulane
70,2020,4,Louisiana Tech,66,38,Houston Christian
71,2020,4,SMU,50,7,Stephen F. Austin
72,2020,4,Missouri,19,38,Alabama
73,2020,4,South Carolina,27,31,Tennessee
74,2020,4,Texas A&M,17,12,Vanderbilt
75,2020,4,Miami,52,10,Florida State
76,2020,4,Baylor,47,14,Kansas
77,2020,4,Virginia Tech,45,24,NC State
78,2020,4,BYU,48,7,Troy
79,2020,5,Wake Forest,66,14,Campbell
80,2020,5,BYU,45,14,Louisiana Tech
81,2020,5,Texas,31,33,TCU
82,2020,5,Georgia State,49,29,East Carolina
83,2020,5,Pittsburgh,29,30,NC State
84,2020,5,West Virginia,27,21,Baylor
85,2020,5,Tennessee,35,12,Missouri
86,2020,5,Florida,38,24,South Carolina
87,2020,5,Coastal Carolina,52,23,Arkansas State
88,2020,5,UAB,21,13,UTSA
89,2020,5,Liberty,28,7,North Alabama
90,2020,5,Army,55,23,Abilene Christian
91,2020,5,Kansas,7,47,Oklahoma State
92,2020,5,Cincinnati,28,7,South Florida
93,2020,5,Alabama,52,24,Texas A&M
94,2020,5,Kansas State,31,21,Texas Tech
95,2020,5,SMU,30,27,Memphis
96,2020,5,Boston College,22,26,North Carolina
97,2020,5,Florida State,41,24,Jacksonville State
98,2020,5,Florida Atlantic,21,17,Charlotte
99,2020,5,Duke,31,38,Virginia Tech
100,2020,5,Kentucky,41,42,Ole Miss
101,2020,5,Middle Tennessee,17,20,Western Kentucky
102,2020,5,Air Force,40,7,Navy
