,season,week,home_team,home_points,away_points,away_team
0,2006,1,Central Michigan,24,31,Boston College
1,2006,1,Middle Tennessee,7,6,Florida International
2,2006,1,Buffalo,9,3,Temple
3,2006,1,Tulsa,45,7,Stephen F. Austin
4,2006,1,Miami (OH),3,21,Northwestern
5,2006,1,Ball State,38,20,Eastern Michigan
6,2006,1,UConn,52,7,Rhode Island
7,2006,1,Kent State,0,44,Minnesota
8,2006,1,Iowa State,45,43,Toledo
9,2006,1,Mississippi State,0,15,South Carolina
10,2006,1,UL Monroe,24,6,Alcorn State
11,2006,1,Boise State,45,0,Sacramento State
12,2006,1,New Mexico State,30,15,SE Louisiana
13,2006,1,Oregon State,56,17,Eastern Washington
14,2006,1,Arizona State,35,14,Northern Arizona
15,2006,1,San Diego State,27,34,UTEP
16,2006,1,Fresno State,28,19,Nevada
17,2006,1,Texas,56,7,North Texas
18,2006,1,Michigan,27,7,Vanderbilt
19,2006,1,Michigan State,27,17,Idaho
20,2006,1,Iowa,41,7,Montana
21,2006,1,Georgia,48,12,Western Kentucky
22,2006,1,Purdue,60,35,Indiana State
23,2006,1,Virginia Tech,38,0,Northeastern
24,2006,1,North Carolina,16,21,Rutgers
25,2006,1,Ohio State,35,12,Northern Illinois
26,2006,1,Oregon,48,10,Stanford
27,2006,1,Washington,35,29,San José State
28,2006,1,Clemson,54,6,Florida Atlantic
29,2006,1,Nebraska,49,10,Louisiana Tech
30,2006,1,Penn State,34,16,Akron
31,2006,1,Colorado,10,19,Montana State
32,2006,1,West Virginia,42,10,Marshall
33,2006,1,Wyoming,38,7,Utah State
34,2006,1,Colorado State,30,6,Weber State
35,2006,1,Tennessee,35,18,California
36,2006,1,Navy,28,23,East Carolina
37,2006,1,Indiana,39,20,Western Michigan
38,2006,1,Florida,34,7,Southern Miss
39,2006,1,NC State,23,10,App State
40,2006,1,UCF,35,16,Villanova
41,2006,1,Maryland,27,14,William & Mary
42,2006,1,Duke,0,13,Richmond
43,2006,1,Wake Forest,20,10,Syracuse
44,2006,1,Troy,38,0,Alabama State
45,2006,1,Ohio,29,3,UT Martin
46,2006,1,Oklahoma State,52,10,Missouri State
47,2006,1,Kansas,49,18,Northwestern State
48,2006,1,Illinois,42,17,Eastern Illinois
49,2006,1,Texas A&M,35,3,The Citadel
50,2006,1,Missouri,47,7,Murray State
51,2006,1,South Florida,41,10,McNeese
52,2006,1,Bowling Green,14,35,Wisconsin
53,2006,1,Texas Tech,35,3,SMU
54,2006,1,Pittsburgh,38,13,Virginia
55,2006,1,UCLA,31,10,Utah
56,2006,1,Alabama,25,17,Hawai'i
57,2006,1,Oklahoma,24,17,UAB
58,2006,1,Arkansas State,14,6,Army
59,2006,1,Kansas State,24,23,Illinois State
60,2006,1,Cincinnati,31,0,Eastern Kentucky
61,2006,1,Auburn,40,14,Washington State
62,2006,1,LSU,45,3,Louisiana
63,2006,1,Georgia Tech,10,14,Notre Dame
64,2006,1,New Mexico,6,17,Portland State
65,2006,1,Arkansas,14,50,USC
66,2006,1,Rice,30,31,Houston
67,2006,1,UNLV,54,10,Idaho State
68,2006,1,Arizona,16,13,BYU
69,2006,1,Ole Miss,28,25,Memphis
70,2006,1,Baylor,7,17,TCU
71,2006,1,Louisville,59,28,Kentucky
72,2006,1,Miami,10,13,Florida State
73,2006,2,Boise State,42,14,Oregon State
74,2006,2,Cincinnati,15,33,Pittsburgh
75,2006,2,Wake Forest,14,13,Duke
76,2006,2,Temple,0,62,Louisville
77,2006,2,Michigan,41,17,Central Michigan
78,2006,2,NC State,17,20,Akron
79,2006,2,Rutgers,33,0,Illinois
80,2006,2,North Carolina,10,35,Virginia Tech
81,2006,2,Mississippi State,0,34,Auburn
82,2006,2,Missouri,34,7,Ole Miss
83,2006,2,Army,17,14,Kent State
84,2006,2,Purdue,38,31,Miami (OH)
85,2006,2,West Virginia,52,3,Eastern Washington
86,2006,2,Navy,21,20,Massachusetts
87,2006,2,Nebraska,56,7,Nicholls
88,2006,2,Northwestern,17,34,New Hampshire
89,2006,2,Bowling Green,48,40,Buffalo
90,2006,2,Northern Illinois,23,35,Ohio
91,2006,2,Georgia Tech,38,6,Samford
92,2006,2,Alabama,13,10,Vanderbilt
93,2006,2,Wisconsin,34,10,Western Illinois
94,2006,2,Syracuse,13,20,Iowa
95,2006,2,Virginia,13,12,Wyoming
96,2006,2,Notre Dame,41,17,Penn State
97,2006,2,Oklahoma,37,20,Washington
