,season,week,home_team,home_points,away_points,away_team
0,2010,1,Wake Forest,53,13,Presbyterian
1,2010,1,Central Michigan,33,0,Hampton
2,2010,1,Ball State,27,10,Southeast Missouri State
3,2010,1,Buffalo,31,0,Rhode Island
4,2010,1,Kent State,41,10,Murray State
5,2010,1,Middle Tennessee,17,24,Minnesota
6,2010,1,Miami,45,0,Florida A&M
7,2010,1,South Carolina,41,13,Southern Miss
8,2010,1,Rutgers,31,0,Norfolk State
9,2010,1,Indiana,51,17,Towson
10,2010,1,Ohio State,45,7,Marshall
11,2010,1,UAB,31,32,Florida Atlantic
12,2010,1,Tulane,27,21,SE Louisiana
13,2010,1,Iowa State,27,10,Northern Illinois
14,2010,1,Utah,27,24,Pittsburgh
15,2010,1,Idaho,45,0,North Dakota
16,2010,1,Nevada,49,24,Eastern Washington
17,2010,1,Hawai'i,36,49,USC
18,2010,1,Temple,31,24,Villanova
19,2010,1,Toledo,2,41,Arizona
20,2010,1,Michigan State,38,14,Western Michigan
21,2010,1,Penn State,44,14,Youngstown State
22,2010,1,Florida State,59,6,Samford
23,2010,1,Florida,34,12,Miami (OH)
24,2010,1,Iowa,37,7,Eastern Illinois
25,2010,1,Georgia,55,7,Louisiana
26,2010,1,Missouri,23,13,Illinois
27,2010,1,Georgia Tech,41,10,South Carolina State
28,2010,1,Boston College,38,20,Weber State
29,2010,1,Colorado State,3,24,Colorado
30,2010,1,Air Force,65,21,Northwestern State
31,2010,1,West Virginia,31,0,Coastal Carolina
32,2010,1,Ole Miss,48,49,Jacksonville State
33,2010,1,Rice,17,34,Texas
34,2010,1,Kansas State,31,22,UCLA
35,2010,1,Michigan,30,10,UConn
36,2010,1,Louisville,16,23,Kentucky
37,2010,1,Clemson,35,10,North Texas
38,2010,1,Notre Dame,23,12,Purdue
39,2010,1,Oregon,72,0,New Mexico
40,2010,1,California,52,3,UC Davis
41,2010,1,Virginia,34,13,Richmond
42,2010,1,Akron,3,29,Syracuse
43,2010,1,NC State,48,7,Western Carolina
44,2010,1,UCF,38,7,South Dakota
45,2010,1,Tennessee,50,0,UT Martin
46,2010,1,Stanford,52,17,Sacramento State
47,2010,1,Alabama,48,3,San José State
48,2010,1,Grambling,6,20,Louisiana Tech
49,2010,1,Baylor,34,3,Sam Houston
50,2010,1,Auburn,52,26,Arkansas State
51,2010,1,Nebraska,49,10,Western Kentucky
52,2010,1,Arkansas,44,3,Tennessee Tech
53,2010,1,Duke,41,27,Elon
54,2010,1,Ohio,33,10,Wofford
55,2010,1,Texas A&M,48,7,Stephen F. Austin
56,2010,1,Kansas,3,6,North Dakota State
57,2010,1,Mississippi State,49,7,Memphis
58,2010,1,Oklahoma,31,24,Utah State
59,2010,1,Oklahoma State,65,17,Washington State
60,2010,1,BYU,23,17,Washington
61,2010,1,Troy,30,27,Bowling Green
62,2010,1,Eastern Michigan,27,31,Army
63,2010,1,South Florida,59,14,Stony Brook
64,2010,1,Vanderbilt,21,23,Northwestern
65,2010,1,TCU,30,21,Oregon State
66,2010,1,Houston,68,28,Texas State
67,2010,1,San Diego State,47,0,Nicholls
68,2010,1,North Carolina,24,30,LSU
69,2010,1,Wyoming,28,20,Southern Utah
70,2010,1,UTEP,31,10,Arkansas-Pine Bluff
71,2010,1,Arizona State,54,9,Portland State
72,2010,1,Fresno State,28,14,Cincinnati
73,2010,1,UNLV,21,41,Wisconsin
74,2010,1,East Carolina,51,49,Tulsa
75,2010,1,Texas Tech,35,27,SMU
76,2010,1,Maryland,17,14,Navy
77,2010,1,Virginia Tech,30,33,Boise State
78,2010,2,Temple,13,10,Central Michigan
79,2010,2,Mississippi State,14,17,Auburn
80,2010,2,Marshall,21,24,West Virginia
